utterance_id,rel_path,speaker_id,dialect_group,duration_sec,score,transcript
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-22-Mazourka_0010,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-22-Mazourka_0010.wav,librispeech_295,standard,5.51,-0.44,лакеи избегая танцующих осторожно проносили приборы в задние комнаты
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-22-Mazourka_0021,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-22-Mazourka_0021.wav,librispeech_295,standard,9.5,-0.33,покуда мы шли прямо дело еще шло кое как но на повороте я заметил что если не приму своих мер непременно уйду вперед
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-22-Mazourka_0026,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-22-Mazourka_0026.wav,librispeech_295,standard,2.68,-0.23,одна бабушка смотрела совершенно равнодушно
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-23-Posle_Mazourki_0006,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-23-Posle_Mazourki_0006.wav,librispeech_295,standard,3.0,-0.26,ну для меня пожалуйста говорила она ласкаясь
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-23-Posle_Mazourki_0011,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-23-Posle_Mazourki_0011.wav,librispeech_295,standard,3.32,-0.49,сонечка подала мне руку и мы побежали в залу
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-23-Posle_Mazourki_0017,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-23-Posle_Mazourki_0017.wav,librispeech_295,standard,5.03,-0.08,если бы я был всегда такой как теперь подумал я я бы еще мог понравиться
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-23-Posle_Mazourki_0019,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-23-Posle_Mazourki_0019.wav,librispeech_295,standard,8.0,-0.26,я не мог надеяться на взаимность да и не думал о ней душа моя и без того была преисполнена счастием
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-23-Posle_Mazourki_0021,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-23-Posle_Mazourki_0021.wav,librispeech_295,standard,4.96,-0.32,сердце билось как голубь кровь беспрестанно приливала к нему и хотелось плакать
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-23-Posle_Mazourki_0026,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-23-Posle_Mazourki_0026.wav,librispeech_295,standard,7.31,-0.35,отвечала она обратив ко мне головку с таким откровенно добрым выражением что я перестал бояться особенно после ужина
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-24-V_posteli_0001,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-24-V_posteli_0001.wav,librispeech_295,standard,2.41,-0.16,рассуждал я лежа в постели нет
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-24-V_posteli_0009,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-24-V_posteli_0009.wav,librispeech_295,standard,3.29,-0.34,отвечал он мне потягиваясь ах володя
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-24-V_posteli_0010,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-24-V_posteli_0010.wav,librispeech_295,standard,2.77,-0.15,ты не можешь себе представить что со мной делается
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-24-V_posteli_0023,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-24-V_posteli_0023.wav,librispeech_295,standard,3.83,-0.1,ужасно хочется плакать володя вот дурак
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0017,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0017.wav,librispeech_295,standard,7.38,-0.5,вот тебе мой друг подробный отчет в том как я занемогла и как сама в том виновата
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0022,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0022.wav,librispeech_295,standard,2.92,-0.36,она поверяет мне все свои сердечные тайны
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0023,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0023.wav,librispeech_295,standard,8.27,-0.45,с ее прекрасным лицом добрым сердцем и молодостью из нее могла бы выйти во всех отношениях прекрасная девушка если б она была в хороших руках
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0024,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0024.wav,librispeech_295,standard,4.63,-0.42,но в том обществе в котором она живет судя по ее рассказам она совершенно погибнет
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0030,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0030.wav,librispeech_295,standard,5.47,-0.22,ты так добр милый друг что из страха огорчить меня скрываешь настоящее положение своих дел
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0032,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0032.wav,librispeech_295,standard,5.69,-0.4,поэтому если только дело это можно поправить пожалуйста много не думай о нем и не мучь себя напрасно
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0036,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0036.wav,librispeech_295,standard,3.13,-0.33,я не перестаю молить его об одном чтобы он избавил нас
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0040,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0040.wav,librispeech_295,standard,3.37,-0.12,да это тяжкий крест который послал нам обоим господь
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0046,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0046.wav,librispeech_295,standard,5.99,-0.25,христос с тобой мой дружок поезжай и возвращайся поскорее нам всем без тебя так скучно
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0056,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0056.wav,librispeech_295,standard,5.03,-0.15,может быть я успею еще раз обнять тебя и благословить их это мое одно последнее желание
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0060,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0060.wav,librispeech_295,standard,3.41,-0.31,не думай чтобы то что я пишу было бредом больного воображения
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0064,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0064.wav,librispeech_295,standard,4.62,-0.38,кончится ли вместе с жизнью моя любовь к тебе и детям я поняла что это невозможно
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0070,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0070.wav,librispeech_295,standard,2.2,-0.34,зачем лишать детей любимой матери
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0073,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0073.wav,librispeech_295,standard,4.17,-0.4,я не могу писать больше от слез может быть я не увижу тебя
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0075,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0075.wav,librispeech_295,standard,4.94,-0.37,я там буду просить бога чтобы он наградил тебя прощай милый друг
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0076,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0076.wav,librispeech_295,standard,5.06,-0.36,помни что меня не будет но любовь моя никогда и нигде не оставит тебя
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0089,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0089.wav,librispeech_295,standard,4.49,-0.17,так все кончено только она и сказала и закрыла лицо руками
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0090,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-25-Pismo_0090.wav,librispeech_295,standard,6.76,-0.33,я вскочила стала спрашивать что с вами ах наталья савишна если бы вы знали кого я сейчас видела
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0004,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0004.wav,librispeech_295,standard,2.07,-0.15,я остановился у двери и стал смотреть
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0007,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0007.wav,librispeech_295,standard,2.61,-0.09,я стал на стул чтобы рассмотреть ее лицо
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0009,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0009.wav,librispeech_295,standard,2.66,-0.09,я не мог верить чтобы это было ее лицо
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0012,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0012.wav,librispeech_295,standard,2.15,-0.44,но отчего закрытые глаза так впали
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0014,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0014.wav,librispeech_295,standard,2.74,-0.12,отчего выражение всего лица так строго и холодно
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0032,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0032.wav,librispeech_295,standard,3.3,-0.29,от этого печаль моя была неискренна и неестественна
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0036,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0036.wav,librispeech_295,standard,8.11,-0.43,комната была наполнена дворовыми и крестьянами которые все в слезах пришли проститься с своей барыней
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0044,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0044.wav,librispeech_295,standard,3.5,-0.09,опухшие глаза были красны голова ее тряслась
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0052,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0052.wav,librispeech_295,standard,4.07,-0.14,все посторонние бывшие на похоронах были мне несносны
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0059,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0059.wav,librispeech_295,standard,4.46,-0.21,соединив руки и подняв глаза к небу она не плакала но молилась
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0064,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-27-Gore_0064.wav,librispeech_295,standard,3.96,-0.14,в это время я нечаянно уронил свой мокрый платок и хотел поднять его
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0001,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0001.wav,librispeech_295,standard,4.84,-0.04,утренний вечерний чай обед ужин все было в обыкновенное время
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0003,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0003.wav,librispeech_295,standard,5.74,-0.2,ничего в доме и в нашем образе жизни не переменилось только ее не было
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0004,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0004.wav,librispeech_295,standard,5.32,-0.08,мне казалось что после такого несчастья все должно бы было измениться
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0005,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0005.wav,librispeech_295,standard,6.66,-0.14,наш обыкновенный образ жизни казался мне оскорблением ее памяти и слишком живо напоминал ее отсутствие
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0009,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0009.wav,librispeech_295,standard,13.22,-0.06,так как еще прежде довольно часто случалось что после обеда я приходил спать в ее комнату она догадалась зачем я пришел и сказала мне приподнимаясь с постели что
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0014,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0014.wav,librispeech_295,standard,4.81,-0.3,да и не до сна теперь прибавила она с глубоким вздохом
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0024,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0024.wav,librispeech_295,standard,3.21,-0.11,она сложила руки на груди и взглянула кверху
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0026,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0026.wav,librispeech_295,standard,9.74,-0.34,она твердо надеялась что бог ненадолго разлучил ее с тою на которой столько лет была сосредоточена вся сила ее любви
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0029,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0029.wav,librispeech_295,standard,4.87,-0.2,а я бывало пошучу говорю неправда матушка вы меня не любите
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0032,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0032.wav,librispeech_295,standard,2.42,-0.22,а вот покинула же и не дождалась
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0034,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0034.wav,librispeech_295,standard,2.7,-0.05,да кого она и не любила правду сказать
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0035,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0035.wav,librispeech_295,standard,3.04,-0.22,да батюшка вашу маменьку вам забывать нельзя
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0036,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0036.wav,librispeech_295,standard,2.94,-0.22,это не человек был а ангел небесный
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0039,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0039.wav,librispeech_295,standard,3.31,-0.07,спросил я ведь она я думаю и теперь уже там
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0040,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0040.wav,librispeech_295,standard,11.21,-0.39,нет батюшка сказала наталья савишна понизив голос и усаживаясь ближе ко мне на постели теперь ее душа здесь и она указывала вверх
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0044,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0044.wav,librispeech_295,standard,6.86,-0.27,я слушал ее притаив дыхание и хотя не понимал хорошенько того что она говорила верил ей совершенно
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0049,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0049.wav,librispeech_295,standard,3.28,-0.12,сказал я с упреком и едва удерживаясь от слез
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0051,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0051.wav,librispeech_295,standard,4.09,-0.22,она не могла больше говорить отвернулась от меня и громко зарыдала
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0066,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0066.wav,librispeech_295,standard,7.91,-0.38,горе так сильно подействовало на нее что она не находила нужным скрывать что может заниматься посторонними предметами
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0075,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0075.wav,librispeech_295,standard,5.36,-0.49,ее тихие слезы и спокойные набожные речи доставляли мне отраду и облегчение
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0086,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0086.wav,librispeech_295,standard,7.63,-0.1,ах коли бы ты знала душа моя как я мучилась и как теперь рада что ты приехала
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0088,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0088.wav,librispeech_295,standard,4.22,-0.18,а мне сказали что тебя нет продолжала она нахмурившись вот вздор
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0093,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0093.wav,librispeech_295,standard,3.22,-0.09,через неделю бабушка могла плакать и ей стало лучше
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0103,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0103.wav,librispeech_295,standard,5.36,-0.43,ровно через год после кончины матушки у нее открылась водяная и она слегла в постель
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0111,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0111.wav,librispeech_295,standard,7.1,-0.33,когда моська начинала жалобно выть она старалась успокоить ее и говорила полно я и без тебя знаю что скоро умру
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0118,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0118.wav,librispeech_295,standard,3.56,-0.26,мундир она завещала тому из нас кто прежде будет офицером
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0127,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0127.wav,librispeech_295,standard,2.68,-0.28,это было одно качество которое она ценила в себе
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0133,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0133.wav,librispeech_295,standard,5.44,-0.46,вся жизнь ее была чистая бескорыстная любовь и самоотвержение что ж
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0138,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0138.wav,librispeech_295,standard,4.17,-0.46,иногда я молча останавливаюсь между часовней и черной решеткой
librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0139,librispeech_295/librispeech_295_Leo-Tolstoy-Detstvo-RUSSIAN-28-Posledniye_Grustnye_Vospominaniya_0139.wav,librispeech_295,standard,3.14,-0.4,в душе моей вдруг пробуждаются тяжелые воспоминания
librispeech_8086_icemarch_01_gul_0000,librispeech_8086/librispeech_8086_icemarch_01_gul_0000.wav,librispeech_8086,standard,4.74,-0.39,я предпочитаю быть гильотинированным нежели гильотинирующим
librispeech_8086_icemarch_01_gul_0002,librispeech_8086/librispeech_8086_icemarch_01_gul_0002.wav,librispeech_8086,standard,6.92,-0.08,голубые морозные душистые бессарабские дни желто красно зеленые деревья
librispeech_8086_icemarch_01_gul_0003,librispeech_8086/librispeech_8086_icemarch_01_gul_0003.wav,librispeech_8086,standard,3.84,-0.05,высокое золотое негреющее солнце
librispeech_8086_icemarch_01_gul_0004,librispeech_8086/librispeech_8086_icemarch_01_gul_0004.wav,librispeech_8086,standard,4.04,-0.05,красивый народ в кожаных с рисунками безрукавках
librispeech_8086_icemarch_01_gul_0005,librispeech_8086/librispeech_8086_icemarch_01_gul_0005.wav,librispeech_8086,standard,8.28,-0.05,белые хаты внутри увешанные самоткаными коврами богатых ярких тонов я любил бессарабию
librispeech_8086_icemarch_01_gul_0008,librispeech_8086/librispeech_8086_icemarch_01_gul_0008.wav,librispeech_8086,standard,5.28,-0.43,около старенькой церкви митинги толп вооруженных людей в серых шинелях
librispeech_8086_icemarch_01_gul_0009,librispeech_8086/librispeech_8086_icemarch_01_gul_0009.wav,librispeech_8086,standard,2.5,-0.08,злобные речи почти без смысла
librispeech_8086_icemarch_01_gul_0010,librispeech_8086/librispeech_8086_icemarch_01_gul_0010.wav,librispeech_8086,standard,8.98,-0.44,знамена с надписями мир без аннексий и контрибуций долой войну смерть буржуазии
librispeech_8086_icemarch_01_gul_0011,librispeech_8086/librispeech_8086_icemarch_01_gul_0011.wav,librispeech_8086,standard,12.12,-0.05,речи полные злобы и ожесточения рев толпы и тысячи махающих в воздухе рук попытки сдержать бессильны разливалась стихия
librispeech_8086_icemarch_01_gul_0012,librispeech_8086/librispeech_8086_icemarch_01_gul_0012.wav,librispeech_8086,standard,4.48,-0.07,получил телеграмму именье разграблено проси отпуск
librispeech_8086_icemarch_01_gul_0014,librispeech_8086/librispeech_8086_icemarch_01_gul_0014.wav,librispeech_8086,standard,7.34,-0.06,серые шинели лежат на полу сидят на скамьях лежат на полках для вещей тронулись
librispeech_8086_icemarch_01_gul_0015,librispeech_8086/librispeech_8086_icemarch_01_gul_0015.wav,librispeech_8086,standard,6.02,-0.32,я смотрю на лица солдат на всех одна и та же усталая злоба и недоверие
librispeech_8086_icemarch_01_gul_0016,librispeech_8086/librispeech_8086_icemarch_01_gul_0016.wav,librispeech_8086,standard,8.86,-0.05,с дороги пишу письмо знакомым кругом меня все серо с потолка висят ноги руки лежат на полу в проходах
librispeech_8086_icemarch_01_gul_0018,librispeech_8086/librispeech_8086_icemarch_01_gul_0018.wav,librispeech_8086,standard,4.76,-0.02,но у меня нет к ним ненависти или жажды мести мне их только жаль
librispeech_8086_icemarch_01_gul_0019,librispeech_8086/librispeech_8086_icemarch_01_gul_0019.wav,librispeech_8086,standard,6.96,-0.37,они полузвери они не ведают что творят узловая станция
librispeech_8086_icemarch_01_gul_0020,librispeech_8086/librispeech_8086_icemarch_01_gul_0020.wav,librispeech_8086,standard,6.84,-0.3,вокзал платформа пути запружены тысячами людей в сером они все едут бегут с войны
librispeech_8086_icemarch_01_gul_0021,librispeech_8086/librispeech_8086_icemarch_01_gul_0021.wav,librispeech_8086,standard,14.2,-0.25,и это домой так сильно в них что они замерзают на крышах поездов убивают начальников станций ломают вагоны сталкивают друг друга поезда нет
librispeech_8086_icemarch_01_gul_0023,librispeech_8086/librispeech_8086_icemarch_01_gul_0023.wav,librispeech_8086,standard,3.68,-0.1,звон разбитых стекол матерная брань сели
librispeech_8086_icemarch_01_gul_0025,librispeech_8086/librispeech_8086_icemarch_01_gul_0025.wav,librispeech_8086,standard,5.9,-0.44,лошадь тихой рысью бежит по мягкому снегу ударяются комья в передок
librispeech_8086_icemarch_01_gul_0026,librispeech_8086/librispeech_8086_icemarch_01_gul_0026.wav,librispeech_8086,standard,3.66,-0.06,извозчик чмокает и постегивает лошадь кнутом
librispeech_8086_icemarch_01_gul_0027,librispeech_8086/librispeech_8086_icemarch_01_gul_0027.wav,librispeech_8086,standard,7.58,-0.05,я смотрю на каждый дом на каждый переулок все знаю все знакомое вот сейчас подъеду
librispeech_8086_icemarch_01_gul_0028,librispeech_8086/librispeech_8086_icemarch_01_gul_0028.wav,librispeech_8086,standard,6.08,-0.05,вот вижу огонь в дальней столовой извозчик остановился подхожу к двери
librispeech_8086_icemarch_01_gul_0029,librispeech_8086/librispeech_8086_icemarch_01_gul_0029.wav,librispeech_8086,standard,3.94,-0.06,что то замирает дрожит сладко рвется у меня в груди
librispeech_8086_icemarch_01_gul_0030,librispeech_8086/librispeech_8086_icemarch_01_gul_0030.wav,librispeech_8086,standard,7.3,-0.07,сильная радость наполняет меня и одновременно слегка грустно шаги за дверью отперли
librispeech_8086_icemarch_01_gul_0031,librispeech_8086/librispeech_8086_icemarch_01_gul_0031.wav,librispeech_8086,standard,2.62,-0.05,иду к коридору отворяю дверь
librispeech_8086_icemarch_01_gul_0032,librispeech_8086/librispeech_8086_icemarch_01_gul_0032.wav,librispeech_8086,standard,10.16,-0.05,из столовой ко мне бросается мама обнимает плачет я счастлив все счастливы всем радостно
librispeech_8086_icemarch_01_gul_0033,librispeech_8086/librispeech_8086_icemarch_01_gul_0033.wav,librispeech_8086,standard,7.54,-0.26,дома я несколько дней живу у себя в семье с любимыми людьми я не хочу ничего
librispeech_8086_icemarch_01_gul_0034,librispeech_8086/librispeech_8086_icemarch_01_gul_0034.wav,librispeech_8086,standard,3.49,-0.06,я устал от фронта от политики от борьбы
